sample,fastq_1,fastq_2,strandedness
A53_S37,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A53_S37_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A53_S37_R2_001.fastq.gz,reverse
A54_S45,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A54_S45_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A54_S45_R2_001.fastq.gz,reverse
A55_S53,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A55_S53_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A55_S53_R2_001.fastq.gz,reverse
A56_S61,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A56_S61_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A56_S61_R2_001.fastq.gz,reverse
A57_S69,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A57_S69_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A57_S69_R2_001.fastq.gz,reverse
A58_S77,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A58_S77_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A58_S77_R2_001.fastq.gz,reverse
A59_S85,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A59_S85_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A59_S85_R2_001.fastq.gz,reverse
A5_S33,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A5_S33_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A5_S33_R2_001.fastq.gz,reverse
A60_S93,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A60_S93_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A60_S93_R2_001.fastq.gz,reverse
A61_S6,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A61_S6_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A61_S6_R2_001.fastq.gz,reverse
A62_S14,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A62_S14_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A62_S14_R2_001.fastq.gz,reverse
A63_S22,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A63_S22_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A63_S22_R2_001.fastq.gz,reverse
A64_S30,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A64_S30_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A64_S30_R2_001.fastq.gz,reverse
A65_S38,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A65_S38_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A65_S38_R2_001.fastq.gz,reverse
A66_S46,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A66_S46_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A66_S46_R2_001.fastq.gz,reverse
A67_S54,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A67_S54_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A67_S54_R2_001.fastq.gz,reverse
A68_S62,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A68_S62_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A68_S62_R2_001.fastq.gz,reverse
A69_S70,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A69_S70_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A69_S70_R2_001.fastq.gz,reverse
A6_S41,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A6_S41_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A6_S41_R2_001.fastq.gz,reverse
A70_S78,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A70_S78_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A70_S78_R2_001.fastq.gz,reverse
A71_S86,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A71_S86_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A71_S86_R2_001.fastq.gz,reverse
A72_S94,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A72_S94_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A72_S94_R2_001.fastq.gz,reverse
A73_S7,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A73_S7_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A73_S7_R2_001.fastq.gz,reverse
A74_S15,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A74_S15_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A74_S15_R2_001.fastq.gz,reverse
A75_S23,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A75_S23_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A75_S23_R2_001.fastq.gz,reverse
A76_S31,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A76_S31_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A76_S31_R2_001.fastq.gz,reverse
A77_S39,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A77_S39_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A77_S39_R2_001.fastq.gz,reverse
A78_S47,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A78_S47_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A78_S47_R2_001.fastq.gz,reverse
A79_S55,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A79_S55_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A79_S55_R2_001.fastq.gz,reverse
A7_S49,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A7_S49_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A7_S49_R2_001.fastq.gz,reverse
A80_S63,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A80_S63_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A80_S63_R2_001.fastq.gz,reverse
A81_S71,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A81_S71_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A81_S71_R2_001.fastq.gz,reverse
A82_S79,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A82_S79_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A82_S79_R2_001.fastq.gz,reverse
A83_S87,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A83_S87_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A83_S87_R2_001.fastq.gz,reverse
A84_S95,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A84_S95_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A84_S95_R2_001.fastq.gz,reverse
A85_S8,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A85_S8_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A85_S8_R2_001.fastq.gz,reverse
A86_S16,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A86_S16_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A86_S16_R2_001.fastq.gz,reverse
A87_S24,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A87_S24_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A87_S24_R2_001.fastq.gz,reverse
A88_S32,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A88_S32_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A88_S32_R2_001.fastq.gz,reverse
A89_S40,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A89_S40_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A89_S40_R2_001.fastq.gz,reverse
A8_S57,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A8_S57_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A8_S57_R2_001.fastq.gz,reverse
A90_S48,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A90_S48_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A90_S48_R2_001.fastq.gz,reverse
A91_S56,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A91_S56_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A91_S56_R2_001.fastq.gz,reverse
A92_S64,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A92_S64_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A92_S64_R2_001.fastq.gz,reverse
A93_S72,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A93_S72_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A93_S72_R2_001.fastq.gz,reverse
A94_S80,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A94_S80_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A94_S80_R2_001.fastq.gz,reverse
A95_S88,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A95_S88_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A95_S88_R2_001.fastq.gz,reverse
A96_S96,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A96_S96_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A96_S96_R2_001.fastq.gz,reverse
A9_S65,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A9_S65_R1_001.fastq.gz,/oak/stanford/groups/bhowitt/DNAnexus/Fastqs/200803_A00646_0057_BHTHTNDMXX/A9_S65_R2_001.fastq.gz,reverse
